,title,sentiment,kode_emiten,cleaned,description,published date,url,publisher,keywords,content,published_date,kode_emitten
762,Ini 3 Cara Mengatasi Kartu ATM BRI Disable Tanpa Harus ke Bank,1.0,,atas kartu atm bri disable bank,,,,Kontan,,,2021-12-28,BBRI
763,Bos BRI Beberkan Berbagai Tantangan Ekonomi 2022,1.0,,bos bri kan tantang ekonomi,,,,CNBC Indonesia,,,2022-01-19,BBRI
764,"KWT Hidroponik di Bali, Bukti Dukungan BRI Terhadap Perempuan",1.0,,kwt hidroponik bali bukti dukung bri perempuan,,,,CNBC Indonesia,,,2022-01-23,BBRI
765,"Dukung Program Satu Juta Rumah, BRI Permudah Pengajuan KPR",1.0,,dukung program juta rumah bri mudah aju kpr,,,,CNBC Indonesia,,,2022-01-24,BBRI
766,"BRI (BBRI) Salurkan 100.000 Unit KPR FLPP di 2022, Simak Cara dan Persyaratannya",1.0,,bri bbri salur unit kpr flpp simak syarat,,,,Bisnis,,,2022-01-24,BBRI
767,Simak 6 Ajian BRI Perluas Layanan ke Segmen Ultra Mikro,1.0,,simak ajian bri luas layan segmen ultra mikro,,,,CNBC Indonesia,,,2022-02-03,BBRI
768,"Fantastis! BRI Bukukan Laba Rp 32,2 T di 2021",2.0,,fantastis bri buku laba rp,,,,CNBC Indonesia,,,2022-02-03,BBRI
769,"Kredit BRI Tumbuh 7,16%, Segmen Mikro Jadi Penopang",2.0,,kredit bri tumbuh segmen mikro topang,,,,CNBC Indonesia,,,2022-02-03,BBRI
770,Kementerian BUMN Targetkan Market Cap BRI Capai Rp 1.000 T,1.0,,menteri bumn target parket cap bri capai rp,,,,CNBC Indonesia,,,2022-02-10,BBRI
771,BRI Targetkan Kredit Konsumer Tumbuh 12% di 2022,1.0,,bri target kredit konsumer tumbuh,,,,CNBC Indonesia,,,2022-02-11,BBRI
772,"BRI (BBRI) dan BNI (BBNI) Menuju Metaverse, Seberapa Menggiurkan Dunia Virtual bagi Bank?",1.0,,bri bbri bni bbni metaverse giur dunia virtual bank,,,,Bisnis,,,2022-02-14,BBRI
773,Transformasi Digital Buat Talent Digital BRI (BBRI) Semakin Adaptif,2.0,,transformasi digital talent digital bri bbri adaptif,,,,Bisnis,,,2022-02-25,BBRI
774,"BRI Siap Buyback Saham Rp 3 T, Kapan Dimulai?",2.0,,bri buyback saham rp,,,,CNBC Indonesia,,,2022-03-01,BBRI
775,Pembiayaan Emas BSI (BRIS) Makin Berkilau,1.0,,biaya emas bsi bris kilau,,,,Kontan,,,2022-03-07,BBRI
776,"Promo Kartu Debit BRI, Belanja di Depo Bangunan Free Voucher Rp 100.000",1.0,,promo kartu debit bri belanja depo bangun free voucher rp,,,,Kontan,,,2022-03-07,BBRI
777,"Kurs Jual Beli Dolar AS di BCA (BBCA), BRI (BBRI), BNI (BBNI), dan Mandiri (BMRI) Hari Ini Selasa 8 Maret 2022",1.0,,kurs jual beli dolar as bca bbca bri bbri bni bbni mandiri bmri selasa maret,,,,Bisnis,,,2022-03-07,BBRI
778,BRI Ungkap 4 Sektor Unggulan Penyaluran KUR,2.0,,bri sektor unggul penyaluran kur,,,,CNBC Indonesia,,,2022-03-10,BBRI
779,BRI Permudah Transfer Antarnegara Lewat Fitur Ini,1.0,,bri mudah transfer antarnegara fitur,,,,CNBC Indonesia,,,2022-03-14,BBRI
780,"Promo BRI di Yoshinoya 2022, Beli 2 Gratis 1 Menu Reguler Bowl",1.0,,promo bri yoshinoya beli gratis menu reguler bowl,,,,Kontan,,,2022-03-16,BBRI
781,"Dukung MotoGP 2022, Lounge BRI Svarga Hadir di Bukit 360",1.0,,dukung motogp lounge bri svarga hadir bukit,,,,CNBC Indonesia,,,2022-03-18,BBRI
782,BRI: Joyland Festival Jadi Momentum Baru Kebangkitan UMKM,1.0,,bri joyland festival momentum bangkit umkm,,,,CNBC Indonesia,,,2022-03-30,BBRI
783,"Apresiasi Nasabah, BRI Hadirkan BRI Client Summit 2022",1.0,,apresiasi nasabah bri hadir bri client summit,,,,CNBC Indonesia,,,2022-04-02,BBRI
784,"Ini Dia Posisi Lowongan Kerja di BRI, Mandiri Hingga Telkom",1.0,,posisi lowong bri mandiri telkom,,,,CNBC Indonesia,,,2022-04-14,BBRI
785,"Lokasi Penukaran Uang Lebaran 2022 di Bank Mandiri, BRI & BNI",1.0,,lokasi tukar uang lebaran bank mandiri bri bni,,,,CNBC Indonesia,,,2022-04-21,BBRI
786,"Cetak Insan BRILiaN Unggul, BRI Kembali Buka Program BFLP",2.0,,cetak insan brilian unggul bri buka program bflp,,,,CNBC Indonesia,,,2022-04-22,BBRI
787,"Kinerja Moncer & Diborong Asing, Saham BRI Cetak Sejarah ATH",2.0,,kinerja moncer borong asing saham bri cetak sejarah ath,,,,CNBC Indonesia,,,2022-04-26,BBRI
788,Kinerja BRI Group Bisa Cemerlang Karena Hal Ini,1.0,,kinerja bri group cemerlang,,,,CNBC Indonesia,,,2022-05-13,BBRI
789,Klaster Usaha Binaan BRI Ini Diapresiasi Sandiaga Uno,1.0,,klaster usaha bina bri apresiasi sandiaga uno,,,,CNBC Indonesia,,,2022-05-17,BBRI
790,"Ini Cara Top Up GoPay Lewat M-Banking BCA, BNI, Mandiri, BRI, dan BTN",1.0,,top up gopay mbanking bca bni mandiri bri btn,,,,Kontan,,,2022-05-26,BBRI
791,CEK FAKTA: Biaya Transfer Antarbank di BRI jadi Rp150.000 per Bulan,1.0,,cek fakta biaya transfer antarbank bri rp,,,,Bisnis,,,2022-05-31,BBRI
792,"Kurs Jual Beli Dolar AS di BCA (BBCA) BRI (BBRI) Mandiri (BMRI) dan BNI (BBNI), Selasa 7 Juni 2022",1.0,,kurs jual beli dolar as bca bbca bri bbri mandiri bmri bni bbni selasa juni,,,,Bisnis,,,2022-06-07,BBRI
793,"Laba BUMN Tembus Rp 126 T, BRI Jadi Penyumbang Terbesar",2.0,,laba bumn tembus rp bri penyumbang besar,,,,CNBC Indonesia,,,2022-06-10,BBRI
794,BRI Raih Predikat The Best Bank Service Excellence 2022,1.0,,bri raih predikat the best bank service excellence,,,,CNBC Indonesia,,,2022-06-10,BBRI
795,"Marak Penipuan Online, BRI Imbau Nasabah Jaga Kode OTP dan Password",1.0,,marak tipu online bri imbau nasabah jaga kode otp password,,,,Bisnis,,,2022-06-13,BBRI
796,"Mobilitas Mulai Normal, BRI Sebut Jadi Momentum Buat UMKM",1.0,,mobilitas normal bri momentum umkm,,,,CNBC Indonesia,,,2022-06-15,BBRI
797,BRI Terapkan Standar Internasional Jaga Keamanan Data,1.0,,bri terap standar internasional jaga aman data,,,,CNBC Indonesia,,,2022-06-18,BBRI
798,"BRI Cs Kucurkan Kredit Sindikasi Rp4,3 Triliun ke SSMS",2.0,,bri cs kucur kredit sindikasi rp triliun ssms,,,,Bisnis,,,2022-06-28,BBRI
799,BRI-Ditjen Pajak Jalin Kerja Sama Implementasi PSIAP,1.0,,briditjen pajak jalin implementasi psiap,,,,CNBC Indonesia,,,2022-06-29,BBRI
800,"Kurs Jual Beli Dollar AS di BCA, BRI, Bank Mandiri, dan BNI (BBNI), Hari Ini (5/7)",1.0,,kurs jual beli dollar as bca bri bank mandiri bni bbni,,,,Bisnis,,,2022-07-05,BBRI
801,Waspada Penipuan! BRI Imbau Nasabah Tak Bagikan Data Pribadi,1.0,,waspada tipu bri imbau nasabah bagi data pribadi,,,,CNBC Indonesia,,,2022-07-13,BBRI
802,"Tantangan UMKM Naik Kelas Makin Besar, BRI Beri Dukungan Ini",1.0,,tantang umkm kelas bri dukung,,,,CNBC Indonesia,,,2022-07-15,BBRI
803,BRI Gandeng Pertamina Lubricants Luncurkan Aplikasi POWER,2.0,,bri gandeng pertamina lubricants luncur aplikasi power,,,,CNBC Indonesia,,,2022-07-16,BBRI
804,"BRI Salurkan Bantuan ke Warga Ciledug, Tangerang & Garut",1.0,,bri salur bantu warga ciledug tangerang garut,,,,CNBC Indonesia,,,2022-07-17,BBRI
805,Dirut BRI Sunarso Sebut BBRI Kebal Krisis,1.0,,dirut bri sunarso bbri kebal krisis,,,,Bisnis,,,2022-07-20,BBRI
806,"Didukung BRI, Usaha Dawet Kemayu Bangkit Dari Keterpurukan",1.0,,dukung bri usaha dawet kemayu bangkit puru,,,,CNBC Indonesia,,,2022-08-04,BBRI
807,BRI Jaga Kinerja Tetap Kinclong Lewat 6 Jurus Ini,1.0,,bri jaga kinerja kinclong jurus,,,,CNBC Indonesia,,,2022-08-07,BBRI
808,"Sukses Implementasikan ESG, BRI Borong 3 Penghargaan",2.0,,sukses implementasi esg bri borong harga,,,,CNBC Indonesia,,,2022-08-22,BBRI
809,"Omzet Nasabah KUR Melesat 32,94%, BRI Disebut Makin Inklusif",1.0,,omzet nasabah kur melesat bri inklusif,,,,CNBC Indonesia,,,2022-08-24,BBRI
810,"Berkaca pada Kasus Brigadir J, BRI Imbau Segera Nonaktifkan Rekening Orang Meninggal",1.0,,kaca brigadir bri imbau nonaktif rekening tinggal,,,,Bisnis,,,2022-08-24,BBRI
811,Ini Strategi BRI (BBRI) Menghadapi Kenaikan Suku Bunga Acuan BI,1.0,,strategi bri bbri hadap kenaikan suku bunga acuan bi,,,,Bisnis,,,2022-08-25,BBRI
812,"Dukung UMKM, BRI & Tulola Hadirkan Kawan Nusantara 2022",1.0,,dukung umkm bri tulola hadir kawan nusantara,,,,CNBC Indonesia,,,2022-09-03,BBRI
813,BRI Bawa Ikan Asap Iwaku Mejeng di Tong Tong Fair Belanda,1.0,,bri bawa ikan asap iwaku mejeng tong tong fair belanda,,,,CNBC Indonesia,,,2022-09-06,BBRI
814,"Ada Modus Penipuan Link Palsu, Nasabah BRI Bisa Lakukan Ini",1.0,,modus tipu link palsu nasabah bri laku,,,,CNBC Indonesia,,,2022-09-12,BBRI
815,"BBRI, ADRO, dan UNVR! 3 Waran Terstruktur Siap Diluncurkan",2.0,,bbri adro unvr waran struktur luncur,,,,CNBC Indonesia,,,2022-09-13,BBRI
816,Begini Dampak Buyback Saham BRI (BBRI) bagi Investor,2.0,,dampak buyback saham bri bbri investor,,,,Bisnis,,,2022-09-15,BBRI
817,"Market Cap BCA (BBCA) Tembus Rp1.000 Triliun, Tinggalkan BBRI",2.0,,parket cap bca bbca tembus rp triliun tinggal bbri,,,,Bisnis,,,2022-09-17,BBRI
818,"Besok Waran Terstruktur ADRO, UNVR dan BBRI Terbit, Ini Penjelasannya",2.0,,besok waran struktur adro unvr bbri terbit jelas,,,,Bisnis,,,2022-09-18,BBRI
819,"BRI (BBRI) Gandeng SRC, Garap Digital Payment Toko Kelontong",2.0,,bri bbri gandeng src garap digital payment toko kelontong,,,,Bisnis,,,2022-09-26,BBRI
820,Cara Buka Rekening BRI & Bank Mandiri Online Untuk Terima BSU Tahap 4 Rp 600 Ribu,1.0,,buka rekening bri bank mandiri online terima bsu tahap rp ribu,,,,Kontan,,,2022-10-04,BBRI
821,"Masih Sesuai Rencana, FWD Bakal Tambah Kepemilikan di BRI Life Hingga 44% di 2024",1.0,,sesuai rencana fwd kepemilikan bri life,,,,Kontan,,,2022-10-17,BBRI
822,BRI (BBRI) Catat Transaksi AgenBRILink Rp855 Triliun per Agustus 2022,2.0,,bri bbri catat transaksi agenbrilink rp triliun agustus,,,,Bisnis,,,2022-10-17,BBRI
823,"BRI Integrasikan 23,5 Juta Nasabah Lewat Holding UMi",1.0,,bri integrasi juta nasabah holding umi,,,,CNBC Indonesia,,,2022-10-19,BBRI
824,BRI Ungkap Rencana Besarnya Terapkan Sustainable Finance,1.0,,bri rencana besar terap sustainable finance,,,,CNBC Indonesia,,,2022-10-24,BBRI
825,Mau Ganti PIN? Begini Cara Mengganti PIN ATM BRI Anda!,1.0,,ganti pin ganti pin atm bri,,,,Kontan,,,2022-11-04,BBRI
826,"Edukasi Soal Social Engineering, BRI Rilis 'Modus Operandi'",1.0,,edukasi social engineering bri rilis modus operandi,,,,CNBC Indonesia,,,2022-11-07,BBRI
827,"Jadi Lokomotif Agen Pembangunan, BRI Dorong Peran UMKM",1.0,,lokomotif agen bangun bri dorong peran umkm,,,,CNBC Indonesia,,,2022-11-10,BBRI
828,Breaking News: Laba BRI Melesat Lebih Dari Dua Kali Lipat,2.0,,breaking news laba bri melesat lipat,,,,CNBC Indonesia,,,2022-11-16,BBRI
829,"Suku Bunga Acuan BI Naik, Simak Rencana BRI (BBRI) dan Bank Mandiri (BMRI) atas Bunga Kredit",1.0,,suku bunga acuan bi simak rencana bri bbri bank mandiri bmri bunga kredit,,,,Bisnis,,,2022-11-17,BBRI
830,BRI Salurkan Bantuan bagi Korban Gempa Cianjur,1.0,,bri salur bantu korban gempa cianjur,,,,CNBC Indonesia,,,2022-11-22,BBRI
831,BRI Gandeng Eximbank Sediakan Layanan Global AR Financing,2.0,,bri gandeng eximbank sedia layan global ar financing,,,,CNBC Indonesia,,,2022-12-13,BBRI
832,Ini Bukti BRI Sukses Lahirkan Banyak Pemimpin Terbaik,2.0,,bukti bri sukses lahir pimpin baik,,,,CNBC Indonesia,,,2022-12-20,BBRI
833,Mau Dapat Dividen Interim BBRI? Masih Ada Kesempatan Hingga 9 Januari,2.0,,dividen interim bbri sempat januari,,,,Kontan,,,2023-01-05,BBRI
834,BRI Salurkan Bantuan Untuk Korban Banjir di Semarang & Demak,1.0,,bri salur bantu korban banjir semarang demak,,,,CNBC Indonesia,,,2023-01-09,BBRI
835,"Perkuat Segmen Retail, BRI Siap Tumbuh Berkelanjutan",2.0,,kuat segmen retail bri tumbuh lanjut,,,,CNBC Indonesia,,,2023-01-11,BBRI
836,Gini Cerita Mantri BRI Jadi Aktor Inklusi Keuangan di Banjar,1.0,,begini cerita mantri bri aktor inklusi uang banjar,,,,CNBC Indonesia,,,2023-01-15,BBRI
837,"Bos BRI Borong Saham, Bukti Trust Management ke Perusahaan",2.0,,bos bri borong saham bukti trust management usaha,,,,CNBC Indonesia,,,2023-01-19,BBRI
838,Begini Strategi Bank BRI (BBRI) Menghadapi Tantangan Ekonomi di 2023,1.0,,strategi bank bri bbri hadap tantang ekonomi,,,,Kontan,,,2023-01-24,BBRI
839,"BRI Microfinance Outlook 2023, Langkah Perkuat Sektor UMKM",2.0,,bri microfinance outlook langkah kuat sektor umkm,,,,CNBC Indonesia,,,2023-01-26,BBRI
840,"Bos BRI Sebut Indonesia Kebal Resesi, Tapi Ada Tantangan Ini",1.0,,bos bri indonesia kebal resesi tantang,,,,CNBC Indonesia,,,2023-01-26,BBRI
841,"Catat Kinerja Impresif, Bos BRI Raih Banyak Pujian dari DPR",1.0,,catat kinerja impresif bos bri raih puji dpr,,,,CNBC Indonesia,,,2023-01-30,BBRI
842,"Gokil! Setoran BRI ke Negara Capai Rp 136,5 T Selama 5 Tahun",2.0,,gokil setor bri negara capai rp tahun,,,,CNBC Indonesia,,,2023-02-07,BBRI
843,"Bos BRI (BBRI) Ungkap Penyebab Laba Terbang ke Rp51,4 Triliun",2.0,,bos bri bbri penyebab laba terbang rp triliun,,,,Bisnis,,,2023-02-08,BBRI
844,"Anak Usaha BRI Sumbang Rp 5,2 Triliun untuk Laba Bersih pada 2022",2.0,,anak usaha bri sumbang rp triliun laba bersih,,,,Kontan,,,2023-02-12,BBRI
845,"Kinerja Bakal Terus Melesat, Saham BRI Diproyeksi ke Rp 6.200",2.0,,kinerja melesat saham bri proyeksi rp,,,,CNBC Indonesia,,,2023-02-13,BBRI
846,Begini Strategi Bank BRI Genjot Kontribusi Anak Usaha Agar Lebih Meningkat,1.0,,strategi bank bri genjot kontribusi anak usaha tingkat,,,,Kontan,,,2023-02-15,BBRI
847,BRI Buka-bukaan Soal Strategi Hybrid dan Inklusi Keuangan,1.0,,bri bukabukaan strategi hybrid inklusi uang,,,,CNBC Indonesia,,,2023-02-16,BBRI
848,"BRI (BBRI) akan Tentukan Pembagian Dividen Laba 2022, Catat Tanggalnya!",2.0,,bri bbri tentu bagi dividen laba catat tanggal,,,,Bisnis,,,2023-02-17,BBRI
849,"Pengamat Sebut BRI Bisa Cetak Laba Rp 51,4 T Karena Hal Ini",2.0,,amat bri cetak laba rp,,,,CNBC Indonesia,,,2023-02-19,BBRI
850,"Sentuh Grassroot, Kredit Mikro BRI Tembus Rp 551,26 T",2.0,,sentuh grassroot kredit mikro bri tembus rp,,,,CNBC Indonesia,,,2023-02-20,BBRI
851,"Lampaui Target, BRI Sukses Jual SBR012 Hingga Rp 2,1 T",1.0,,lampau target bri sukses jual sbr rp,,,,CNBC Indonesia,,,2023-02-21,BBRI
852,Salah Satu Direktur Tercatat Borong Saham BRI (BBRI),2.0,,salah direktur catat borong saham bri bbri,,,,Bisnis,,,2023-02-26,BBRI
853,"Prinsip Keberlanjutan Makin Kuat, MCSI ESG Rating BRI Jadi A",2.0,,prinsip lanjut kuat mcsi esg rating bri,,,,CNBC Indonesia,,,2023-02-27,BBRI
854,"Gelar RUPST, Berikut Susunan Komisaris dan Direksi BRI Terbaru",1.0,,gelar rupst susun komisaris direksi bri baru,,,,Kontan,,,2023-03-13,BBRI
855,BRI Salurkan Bantuan ke Korban Erupsi Gunung Merapi,1.0,,bri salur bantu korban erupsi gunung rapi,,,,CNBC Indonesia,,,2023-03-15,BBRI
856,"Pada Tahun 2025, BRI Targetkan Porsi Kredit Mikro Capai 45% dari Total Pembiayaan",1.0,,tahun bri target porsi kredit mikro capai total biaya,,,,Kontan,,,2023-03-16,BBRI
857,"Mantap! 98,41% Nasabah BRI Sudah Pakai BRIMo",1.0,,mantap nasabah bri pakai brimo,,,,CNBC Indonesia,,,2023-03-20,BBRI
858,Top! Binaan LinkUMKM BRI Ini Sukses Raih Silver Play Button,2.0,,top bina linkumkm bri sukses raih silver play button,,,,CNBC Indonesia,,,2023-03-20,BBRI
859,"PPKM Dicabut, Bos Garuda Indonesia dan BRI Senyum! Kok Bisa?",1.0,,ppkm cabut bos garuda indonesia bri senyum,,,,CNBC Indonesia,,,2023-03-21,BBRI
860,"Rupiah Melemah di Tengah Kecemasan Deutsche Bank, Cek Kurs BBCA, BBRI, BMRI, & BBNI Hari Ini Senin (27/3/2023)",0.0,,rupiah lemah tengah cemas deutsche bank cek kurs bbca bbri bmri bbni senin,,,,Bisnis,,,2023-03-27,BBRI
861,"BRI Lagi Cari Talenta Digital & IT Nih, Buruan Daftar!",1.0,,bri cari talenta digital it ini buru daftar,,,,CNBC Indonesia,,,2023-03-30,BBRI
862,"IHSG Turun Tipis Sesi I ke 6.807 Tertekan Saham BBCA, BBRI dan GOTO",2.0,,ihsg turun tipis sesi tertekan saham bbca bbri goto,,,,Bisnis,,,2023-03-31,BBRI
863,"Market Leader ESG, Kredit Berkelanjutan BRI Tembus Rp 694,9 T",2.0,,parket leader esg kredit lanjut bri tembus rp,,,,CNBC Indonesia,,,2023-04-03,BBRI
864,BRI Siap Dukung Hapus Kredit Macet UMKM,1.0,,bri dukung hapus kredit macet umkm,,,,CNBC Indonesia,,,2023-04-03,BBRI
865,"Tingkatkan Geliat Aktivitas Ekonomi, BRI Gelar Pasar Ramadan",1.0,,tingkat geliat aktivitas ekonomi bri gelar pasar ramadan,,,,CNBC Indonesia,,,2023-04-06,BBRI
866,BRI Group Bagikan Sembako Hingga & Mudik Bareng Gratis,1.0,,bri group bagi sembako mudik bareng gratis,,,,CNBC Indonesia,,,2023-04-08,BBRI
867,"Lampaui Target, BRI Sukses Jual SBN SR018 Hingga Rp 1,7 T",1.0,,lampau target bri sukses jual sbn sr rp,,,,CNBC Indonesia,,,2023-04-11,BBRI
868,"IHSG Dibuka Naik ke 6.816, Saham BBRI, BBCA, BMRI Laris",2.0,,ihsg buka saham bbri bbca bmri laris,,,,Bisnis,,,2023-04-14,BBRI
869,"Lewat BRIGesit, Layanan BRI Tetap Optimal Saat Lebaran",1.0,,brigesit layan bri optimal lebaran,,,,CNBC Indonesia,,,2023-04-20,BBRI
870,"BRI Raup Laba Bersih Rp 15,56 Triliun di Kuartal I 2023",2.0,,bri raup laba bersih rp triliun kuartal,,,,Kontan,,,2023-04-27,BBRI
871,"Krisis Bank AS Ngeri! Tenang, BRI Punya 'Obat Penangkalnya'",1.0,,krisis bank as ngeri tenang bri obat tangkal,,,,CNBC Indonesia,,,2023-04-27,BBRI
872,"Kala BBRI, BMRI, BNI, BBCA Dulang Cuan dari Fee Based Income",2.0,,bbri bmri bni bbca dulang cuan fee based income,,,,Bisnis,,,2023-04-30,BBRI
873,"BUMN Setor Dividen Rp 80,2 T, BRI Jadi Kontributor Terbesar",2.0,,bumn setor dividen rp bri kontributor besar,,,,CNBC Indonesia,,,2023-05-07,BBRI
874,3 Cara Transfer dan Kode DANA BRI Lewat BRImo dan ATM BRI,1.0,,transfer kode dana bri brimo atm bri,,,,Bisnis,,,2023-05-10,BBRI
875,Hitungan Kasar Bos BRI (BBRI) Laba Tahun Ini Sekitar Rp57 Triliun,2.0,,hitung kasar bos bri bbri laba tahun rp triliun,,,,Bisnis,,,2023-05-11,BBRI
876,"Harga Saham BRI (BBRI) All Time High, Bandingkan Kinerja Aset dan Laba 5 Tahun Terakhir",2.0,,harga saham bri bbri all time high banding kinerja aset laba tahun,,,,Bisnis,,,2023-05-23,BBRI
877,"Saham BBRI Cetak Rekor Terus, Mau Pepet BBCA Nih?",2.0,,saham bbri cetak rekor pepet bbca ini,,,,CNBC Indonesia,,,2023-05-25,BBRI
878,Modal Ventura Milik BRI Mau Bawa Startup Melantai di Bursa,1.0,,modal ventura milik bri bawa startup lantai bursa,,,,CNBC Indonesia,,,2023-05-25,BBRI
879,"Kurs Dollar-Rupiah di BRI pada Selasa, 30 Mei 2023, Tengah Hari",1.0,,kurs dollarrupiah bri selasa mei tengah,,,,Kontan,,,2023-05-30,BBRI
880,"Fee Based Income BRI (BBRI) Tumbuh Dobel Digit, Tembus Rp5,08 T",2.0,,fee based income bri bbri tumbuh dobel digit tembus rp,,,,Bisnis,,,2023-06-08,BBRI
881,"Deretan Bank Paling Bernilai di Indonesia, BRI Rp63 T Hingga BCA Rp42 T",1.0,,deret bank nilai indonesia bri rp bca rp,,,,Bisnis,,,2023-06-11,BBRI
882,BRI Rilis Fitur Buka Rekening Valas di SuperAps Brimo,1.0,,bri rilis fitur buka rekening valas superaps brimo,,,,Bisnis,,,2023-06-14,BBRI
883,Jadwal Operasional BRI Saat Libur Panjang Idul Adha 2023,1.0,,jadwal operasional bri libur idul adha,,,,CNBC Indonesia,,,2023-06-27,BBRI
884,BRI (BBRI) Optimistis Transaksi Digital Tetap Tumbuh di Tengah Lesu Metaverse,2.0,,bri bbri optimistis transaksi digital tumbuh tengah lesu metaverse,,,,Bisnis,,,2023-07-11,BBRI
885,"BRI Fokus Pacu Dana Murah, Hindari Risiko Likuiditas",2.0,,bri fokus pacu dana murah hindar risiko likuiditas,,,,Bisnis,,,2023-07-12,BBRI
886,"Pesta Rakyat Simpedes 2023, BRI (BBRI) Bidik Volume Transaksi Naik 20 Persen",2.0,,pesta rakyat simpedes bri bbri bidik volume transaksi persen,,,,Bisnis,,,2023-07-13,BBRI
887,"Biaya QRIS 0,3 Persen Mulai Berlaku, Begini Penerapan di BRI dan BCA",1.0,,biaya qris persen berlaku terap bri bca,,,,Bisnis,,,2023-07-17,BBRI
888,"BBRI, BMRI, hingga BNII Siap Lunasi Obligasi Jatuh Tempo Awal Semester II/2023",0.0,,bbri bmri bnii lunas obligasi jatuh tempo semester ii,,,,Bisnis,,,2023-07-17,BBRI
889,"BRI Cabang Pekanbaru Berhasil Himpun DPK Rp645 Miliar, Ini Strateginya",1.0,,bri cabang pekanbaru hasil himpun dpk rp miliar strategi,,,,Bisnis,,,2023-07-17,BBRI
890,"IHSG Dibuka Menguat ke 6.883, Saham BBRI, TLKM dan ASII Hijau",2.0,,ihsg buka kuat saham bbri tlkm asii hijau,,,,Bisnis,,,2023-07-18,BBRI
891,"IHSG Hari Ini Berpeluang Rebound, Cek Rekomendasi Saham BBRI, BRPT hingga PTBA",2.0,,ihsg peluang rebound cek rekomendasi saham bbri brpt ptba,,,,Bisnis,,,2023-07-18,BBRI
892,"Spin Off Unit Syariah, BRI Insurance: Harus Persetujuan Pemegang Saham Pengendali",2.0,,spin off unit syariah bri insurance tuju pegang saham kendali,,,,Kontan,,,2023-07-24,BBRI
893,"Alumnus IPB Agustya Hendy Bernadi Jadi Corporate Secretary Bank BRI, Ini Profilnya",1.0,,alumnus ipb agustya hendy nadi corporate secretary bank bri profil,,,,Kontan,,,2023-08-02,BBRI
894,"IHSG Menguat Jelang Rilis Data Ekonomi Kuartal II/2023, BMRI & BBRI Cuan",2.0,,ihsg kuat jelang rilis data ekonomi kuartal ii bmri bbri cuan,,,,Bisnis,,,2023-08-07,BBRI
895,Bank Rakyat Indonesia (BBRI) Telah Memiliki 666.000 Agen Hingga Juni 2023,1.0,,bank rakyat indonesia bbri milik agen juni,,,,Kontan,,,2023-08-14,BBRI
896,"Sambut Rencana OJK, BRI Dukung Tingkatkan Kapabilitas Digital Bank",1.0,,sambut rencana ojk bri dukung tingkat kapabilitas digital bank,,,,Kontan,,,2023-08-15,BBRI
897,7 Limit Transfer BRI Sesuai Jenis Kartunya,1.0,,limit transfer bri sesuai jenis kartu,,,,Bisnis,,,2023-08-23,BBRI
898,Ssst... BRI Punya Agenda Aksi Korporasi Tahun Ini,1.0,,ssst bri agenda aksi korporasi tahun,,,,CNBC Indonesia,,,2023-08-30,BBRI
899,"Dukung Industri Petrokimia, BRI Jalin Kerja Sama dengan Chandra Asri",1.0,,dukung industri petrokimia bri jalin chandra asri,,,,Bisnis,,,2023-08-30,BBRI
900,"Sudah Sering Lakukan Hapus Buku, Dirut BRI: Aturan Hapus Tagih Tak Berdampak Banyak",1.0,,laku hapus buku dirut bri atur hapus tagih dampak,,,,Kontan,,,2023-08-30,BBRI
901,"Resep Sunarso Bikin Kinerja BRI Moncer & Cetak Laba Rp 29,5 T",2.0,,resep sunarso bikin kinerja bri moncer cetak laba rp,,,,CNBC Indonesia,,,2023-08-31,BBRI
902,"IHSG Naik Sesi I, Saham MEDC-BBRI Laris Manis",2.0,,ihsg sesi saham medcbbri laris manis,,,,Bisnis,,,2023-09-01,BBRI
903,"Makin Moncer, Sunarso Buka-bukaan Kunci Keberhasilan BRI",1.0,,moncer sunarso bukabukaan kunci hasil bri,,,,CNBC Indonesia,,,2023-09-02,BBRI
904,"Investor GOTO Mau Bawa Perusahaan Ini IPO, Valuasi Setara BRI",1.0,,investor goto bawa usaha ipo valuasi setara bri,,,,CNBC Indonesia,,,2023-09-03,BBRI
905,"Bos BSI (BRIS) Sebut Bakal Ada Aksi Korporasi, BRI Lepas Saham?",1.0,,bos bsi bris aksi korporasi bri lepas saham,,,,Bisnis,,,2023-09-06,BBRI
906,"Simak Kurs Dolar AS di BCA, BNI, Bank Mandiri, & BRI Hari Ini (18/9/2023)",1.0,,simak kurs dolar as bca bni bank mandiri bri,,,,Bisnis,,,2023-09-18,BBRI
907,"Daftar Suku Bunga Deposito BCA, BRI, BNI, Bank Mandiri",1.0,,daftar suku bunga deposito bca bri bni bank mandiri,,,,Bisnis,,,2023-09-24,BBRI
908,"BRI Tawarkan Green Bond Rp 6 T, Cek Kupon & Jadwalnya",1.0,,bri tawar green bond rp cek kupon jadwal,,,,CNBC Indonesia,,,2023-09-26,BBRI
